,Dataset,Base,Cubic,EqualWidth,EqualFreq,Tree
0,Glass,0.615784108365,0.59931403125,0.615775884808,0.643146829276,0.769618458006
1,Cancer,0.928681410974,0.947408081374,0.958112635312,0.960151642404,0.962190649496
2,Heart,0.585463659148,0.551629072682,0.563909774436,0.642606516291,0.61679197995
3,Iris,0.952294372294,0.952294372294,0.960909090909,0.922294372294,0.942294372294
4,Wine,0.975974358974,0.952282051282,0.935923076923,0.943641025641,1.0
