,Dataset,Base,Cubic,EqualWidth,EqualFreq,Tree
0,Glass,4.92784500122,31.1355848312,0.301553964615,0.26287984848,0.295670986176
1,Cancer,0.898227930069,7.22706389427,0.287862062454,0.2785820961,0.287146091461
2,Heart,23.2778990269,9.99045300484,1.07013106346,0.826203107834,0.785248994827
3,Iris,0.368377923965,0.769325971603,0.237755060196,0.20599603653,0.199043989182
4,Wine,0.710251092911,0.401418924332,0.271214008331,0.264923095703,0.288295984268
